hrs_Studied,prev_score,sleep,sample_practiced,extra_Curr,Result,
7,74,9,4,Yes,69,
6,97,7,9,No,85,
7,96,9,6,No,85,
8,68,8,8,No,64,
6,89,5,5,No,79,
3,91,7,9,Yes,74,
2,93,9,0,Yes,69,
7,53,5,7,Yes,44,
1,74,8,5,Yes,50,
3,67,6,0,Yes,48,
4,97,4,3,No,77,
1,69,5,5,No,46,
5,65,6,9,Yes,51,
3,46,5,0,Yes,23,
2,78,5,9,Yes,56,
3,70,5,4,Yes,47,
8,44,8,2,No,42,
6,74,7,6,Yes,64,
7,89,5,7,Yes,80,
6,86,8,2,Yes,73,
6,91,4,9,Yes,80,
3,53,7,2,No,34,
8,75,8,2,Yes,69,
7,66,4,5,No,54,
7,63,7,5,No,56,
6,79,8,2,Yes,66,
5,68,4,5,Yes,53,
8,92,8,8,Yes,89,
5,84,4,7,Yes,70,
9,61,5,6,Yes,59,
9,47,5,6,No,41,
1,54,7,7,No,28,
6,88,4,6,No,75,
7,44,5,2,No,34,
3,91,7,7,No,68,
7,43,6,7,Yes,32,
7,50,5,0,Yes,44,
2,57,5,9,No,35,
7,81,9,4,Yes,74,
1,88,8,4,Yes,64,
5,69,6,0,No,57,
9,54,4,5,No,46,
7,45,7,5,No,36,
7,94,6,3,Yes,85,
2,92,4,5,No,71,
8,55,5,5,No,49,
3,86,9,0,Yes,71,
8,79,7,4,Yes,76,
3,48,7,1,No,26,
7,82,6,6,Yes,74,
2,98,8,8,No,78,
4,73,4,8,Yes,59,
6,66,9,8,No,55,
9,52,9,6,Yes,51,
5,75,6,6,Yes,57,
9,66,8,0,Yes,63,
5,48,8,5,No,37,
8,44,8,4,No,41,
1,90,7,7,No,67,
7,61,4,7,Yes,56,
4,70,4,3,Yes,51,
5,42,6,0,Yes,26,
6,69,5,5,No,56,
5,60,6,9,Yes,48,
1,74,4,0,No,52,
9,45,7,4,No,42,
2,67,6,4,No,41,
9,71,5,2,No,64,
2,81,9,4,No,57,
9,76,6,5,Yes,72,
6,64,8,4,Yes,52,
9,71,5,0,Yes,67,
6,74,8,6,Yes,61,
6,61,7,2,Yes,51,
2,63,4,6,Yes,42,
8,78,6,4,No,71,
3,93,6,2,Yes,74,
7,69,8,5,No,62,
5,89,8,0,No,76,
3,71,4,5,No,50,
1,70,6,3,No,42,
8,62,4,3,No,55,
3,79,8,4,Yes,60,
2,72,9,8,Yes,52,
1,64,8,0,Yes,36,
4,75,5,2,No,53,
8,63,8,3,Yes,54,
3,70,8,1,Yes,47,
1,97,9,8,No,70,
4,78,4,6,No,62,
9,85,5,0,Yes,82,
1,52,5,8,No,26,
2,49,6,5,No,25,
9,62,9,1,No,55,
2,57,7,0,Yes,34,
3,71,6,5,No,51,
7,72,6,6,No,63,
3,75,6,9,No,54,
9,67,5,5,No,62,
6,55,4,6,No,43,
3,55,8,5,Yes,34,
9,57,5,7,Yes,56,
1,47,8,1,No,24,
3,81,8,8,No,65,
1,55,7,8,Yes,31,
2,94,6,8,Yes,72,
8,95,7,6,No,90,
7,50,6,8,No,43,
2,45,5,0,Yes,23,
2,40,8,2,No,18,
9,51,7,1,No,44,
6,96,9,0,Yes,84,
5,77,5,4,Yes,62,
6,67,5,0,Yes,56,
9,84,9,2,Yes,87,
7,97,6,5,No,89,
9,56,8,5,No,55,
4,40,6,2,No,18,
2,71,6,3,No,46,
8,47,5,6,Yes,42,
4,93,6,5,Yes,72,
9,79,4,1,No,75,
4,95,9,8,No,79,
8,82,9,5,No,78,
9,85,8,1,Yes,81,
9,63,9,6,Yes,63,
4,49,6,9,Yes,35,
1,86,6,9,No,63,
3,78,7,3,No,59,
9,78,8,0,No,76,
4,49,8,9,Yes,33,
5,75,9,8,No,62,
7,64,6,9,Yes,58,
5,99,4,7,No,82,
4,89,7,4,No,73,
2,98,4,2,Yes,75,
2,96,6,3,Yes,71,
4,49,8,2,No,30,
9,58,8,9,Yes,58,
8,85,4,7,Yes,80,
3,84,5,4,Yes,65,
9,54,6,7,Yes,51,
5,55,8,0,Yes,44,
3,41,9,8,No,23,
5,68,5,9,No,56,
4,43,8,2,No,25,
8,92,9,0,No,89,
5,89,8,2,Yes,75,
8,68,5,1,No,60,
9,70,4,6,Yes,64,
4,56,6,9,No,40,
7,49,5,3,No,37,
2,66,5,6,Yes,42,
6,92,8,2,No,78,
8,80,9,5,No,72,
7,54,5,6,No,44,
7,99,6,6,No,89,
8,83,4,4,No,77,
7,70,9,5,No,62,
5,60,4,2,No,46,
7,99,4,3,Yes,94,
3,98,6,5,No,80,
5,97,8,2,No,83,
7,80,9,6,No,74,
9,85,9,2,No,85,
2,84,6,8,No,61,
4,99,9,3,No,85,
7,65,5,1,Yes,58,
1,77,7,5,No,52,
2,90,7,8,No,69,
9,75,7,9,Yes,78,
7,91,4,9,Yes,82,
7,56,9,1,No,47,
6,90,6,3,No,79,
3,42,9,4,No,21,
3,53,6,8,Yes,33,
2,88,9,6,Yes,65,
6,52,4,4,No,35,
4,80,5,5,No,63,
5,66,7,8,Yes,50,
3,40,7,3,Yes,18,
6,96,9,1,Yes,88,
3,56,4,4,Yes,35,
8,87,7,6,No,82,
9,89,9,3,Yes,87,
4,73,8,0,Yes,59,
9,53,9,7,No,56,
7,93,6,4,Yes,86,
3,94,7,9,No,70,
7,98,7,1,Yes,90,
1,56,8,2,No,28,
3,42,5,9,Yes,21,
6,73,9,9,No,64,
4,79,5,4,No,61,
7,64,9,3,Yes,54,
3,41,8,8,No,20,
1,73,5,8,No,49,
9,65,4,7,Yes,65,
6,70,8,1,No,61,
8,48,9,4,No,40,
3,69,6,7,Yes,49,
8,59,6,7,Yes,52,
2,60,6,6,No,38,
4,68,9,3,No,51,
3,98,7,2,No,76,
1,64,8,7,No,42,
7,77,8,7,No,68,
2,97,5,9,Yes,77,
4,83,8,4,No,65,
9,64,8,2,Yes,63,
6,48,5,4,Yes,35,
8,78,8,3,Yes,71,
2,83,8,7,Yes,64,
7,65,4,1,No,53,
6,96,9,7,No,87,
9,76,5,9,No,71,
7,55,4,5,Yes,43,
1,76,7,3,Yes,54,
8,51,5,2,No,44,
3,63,9,9,Yes,45,
2,65,8,4,No,42,
3,59,8,5,Yes,38,
6,48,4,0,Yes,36,
3,62,4,0,Yes,43,
5,78,7,9,Yes,67,
6,68,7,2,Yes,58,
8,70,9,1,Yes,64,
7,58,8,0,Yes,51,
8,59,6,7,No,57,
3,62,7,0,No,40,
4,82,8,9,Yes,68,
6,66,7,7,Yes,58,
7,69,5,4,No,63,
9,60,4,3,Yes,56,
1,83,8,7,No,60,
8,74,7,7,No,68,
8,88,4,7,No,82,
6,46,6,2,No,33,
4,61,7,7,No,47,
3,49,8,0,Yes,32,
3,62,5,3,Yes,39,
6,54,4,4,No,41,
8,69,4,5,Yes,61,
7,73,5,4,No,63,
1,52,8,4,Yes,27,
6,99,9,4,Yes,88,
7,43,6,8,Yes,35,
7,57,9,9,Yes,48,
9,95,5,9,Yes,95,
5,62,6,2,Yes,48,
1,72,8,1,Yes,45,
2,73,7,9,Yes,49,
4,73,7,1,No,57,
5,75,9,7,No,61,
9,74,8,4,Yes,75,
1,56,6,4,Yes,26,
3,67,9,5,Yes,47,
5,53,5,8,No,37,
3,73,9,6,Yes,55,
4,87,8,4,Yes,73,
3,50,8,4,No,30,
4,96,7,9,No,80,
1,52,5,8,No,24,
8,72,7,8,Yes,66,
4,96,6,1,No,77,
7,94,6,6,Yes,86,
2,41,4,9,No,13,
2,73,8,0,Yes,52,
6,92,5,3,Yes,80,
2,68,5,1,Yes,44,
6,76,7,9,No,68,
2,43,9,8,Yes,23,
4,51,9,5,Yes,36,
7,65,7,3,Yes,58,
8,97,9,2,No,91,
3,67,5,3,Yes,48,
9,42,7,1,Yes,40,
2,59,9,4,Yes,33,
8,49,4,8,Yes,46,
8,91,8,5,No,87,
4,57,4,1,Yes,39,
1,92,9,5,No,70,
1,92,6,8,No,67,
2,92,5,3,Yes,68,
9,66,4,0,No,61,
2,70,4,1,No,51,
2,66,7,4,No,43,
6,81,7,9,Yes,70,
7,40,7,6,No,34,
7,45,9,7,No,33,
9,50,6,2,Yes,46,
6,73,4,8,Yes,60,
8,78,8,1,No,73,
6,59,7,3,No,47,
2,92,6,3,No,67,
1,60,9,5,Yes,37,
5,60,6,9,No,44,
9,57,7,5,Yes,55,
8,60,5,2,No,52,
4,58,4,8,No,42,
5,43,7,4,Yes,28,
5,52,8,1,No,31,
6,57,4,5,Yes,42,
3,91,6,2,No,71,
5,68,8,7,Yes,54,
2,64,4,2,Yes,42,
1,95,8,4,No,68,
1,52,6,3,Yes,27,
7,66,7,3,No,59,
2,99,8,1,Yes,77,
4,58,7,7,Yes,43,
5,88,6,2,Yes,73,
7,40,6,3,No,31,
2,77,8,5,Yes,55,
6,58,8,8,Yes,49,
1,91,6,3,Yes,65,
7,40,8,2,No,30,
9,79,8,4,No,75,
5,56,8,8,Yes,43,
5,60,9,0,Yes,49,
4,61,8,4,No,44,
3,54,4,3,Yes,35,
9,89,6,4,Yes,88,
5,78,6,6,Yes,65,
8,87,5,6,Yes,82,
9,78,7,6,Yes,76,
5,71,5,0,Yes,54,
9,88,8,8,No,90,
2,43,8,6,Yes,23,
9,83,4,3,Yes,79,
4,84,4,3,No,65,
6,71,4,1,No,59,
6,43,4,5,No,28,
6,92,4,9,No,79,
2,40,4,2,Yes,11,
7,72,4,0,No,61,
6,46,4,4,Yes,36,
1,48,9,5,No,22,
2,40,4,4,No,20,
7,55,6,4,No,45,
1,57,4,9,Yes,32,
1,93,7,7,No,68,
1,86,4,9,No,55,
8,45,9,0,No,38,
4,41,8,7,Yes,23,
4,48,9,6,Yes,33,
2,43,9,0,No,22,
1,84,8,8,Yes,60,
9,62,4,3,No,58,
7,93,4,6,Yes,84,
4,82,8,2,No,67,
6,84,7,7,Yes,79,
2,82,5,3,No,61,
7,90,6,1,Yes,80,
2,47,8,1,Yes,27,
8,78,4,7,No,72,
8,64,6,7,No,61,
1,55,4,0,Yes,25,
8,74,5,5,No,67,
2,56,5,8,No,33,
6,57,8,8,No,46,
1,99,6,1,No,73,
5,66,9,7,Yes,54,
7,54,6,7,No,44,
1,99,9,3,Yes,74,
2,56,5,3,Yes,31,
7,82,4,4,No,73,
6,44,9,9,No,34,
3,55,9,6,Yes,36,
2,54,8,0,No,27,
4,81,7,8,No,66,
3,85,5,2,Yes,66,
7,73,9,3,Yes,64,
8,87,5,6,Yes,82,
2,58,8,4,No,34,
7,47,4,4,No,38,
8,86,6,0,Yes,79,
6,49,5,1,Yes,35,
6,44,8,4,No,33,
1,91,8,1,No,65,
4,87,8,0,No,69,
1,92,6,9,Yes,66,
4,65,5,2,No,45,
2,61,9,0,No,37,
5,83,8,9,Yes,71,
9,62,6,7,No,59,
3,52,4,7,Yes,32,
8,48,7,7,No,40,
3,88,5,6,Yes,73,
6,59,6,6,Yes,48,
4,67,7,1,Yes,52,
8,83,7,8,No,79,
6,96,6,6,No,85,
8,76,9,4,No,72,
1,63,9,3,No,39,
6,83,6,7,Yes,72,
1,72,6,4,No,51,
1,59,8,5,No,36,
8,99,4,3,Yes,89,
7,87,9,1,Yes,82,
3,69,8,6,Yes,51,
6,83,7,1,Yes,75,
9,48,7,6,No,44,
7,84,7,6,Yes,72,
3,88,6,0,No,66,
6,56,5,9,No,41,
4,75,8,9,Yes,59,
3,53,5,2,Yes,31,
9,58,4,2,Yes,54,
2,46,4,5,Yes,23,
1,98,8,2,Yes,75,
2,42,7,8,No,21,
7,72,9,4,Yes,69,
1,83,4,5,No,56,
6,71,5,5,Yes,60,
7,86,5,7,No,79,
9,50,9,9,No,47,
8,81,6,2,No,72,
6,41,7,8,Yes,31,
3,65,6,6,Yes,45,
8,43,8,5,Yes,40,
7,56,4,0,No,46,
3,56,9,3,No,38,
9,67,9,4,Yes,64,
2,69,9,1,Yes,46,
3,79,6,0,No,58,
2,62,6,1,No,37,
1,85,8,7,Yes,62,
4,63,5,9,Yes,49,
5,68,5,5,Yes,53,
6,43,8,9,No,30,
5,77,9,1,No,59,
1,68,5,8,Yes,40,
3,58,8,7,Yes,37,
1,66,5,3,Yes,41,
5,68,8,9,Yes,56,
5,95,5,6,Yes,81,
6,75,9,2,No,66,
8,74,6,5,Yes,71,
1,91,6,2,No,64,
4,45,9,9,No,31,
1,98,5,2,No,72,
9,62,9,8,No,57,
7,78,8,5,No,67,
7,85,6,7,No,76,
5,83,4,3,No,68,
7,87,5,3,No,78,
2,91,4,7,Yes,68,
4,47,4,6,Yes,25,
7,94,7,4,Yes,86,
3,41,4,1,Yes,15,
2,52,4,5,Yes,28,
2,79,9,0,No,58,
1,96,7,6,No,72,
5,60,7,8,No,45,
6,70,7,4,No,59,
6,91,8,4,No,78,
9,87,7,6,Yes,84,
4,75,9,4,Yes,56,
1,87,8,9,No,62,
6,91,5,3,Yes,78,
5,77,8,0,Yes,62,
6,66,5,5,Yes,54,
3,75,7,8,Yes,57,
2,87,7,3,Yes,61,
6,62,5,9,No,49,
1,94,6,3,Yes,71,
7,60,9,4,Yes,55,
7,52,8,5,No,44,
7,76,9,2,No,68,
1,86,9,8,No,60,
4,65,4,0,No,45,
7,79,7,5,No,72,
9,46,8,5,No,41,
5,85,9,7,No,73,
2,78,8,4,No,57,
7,61,9,8,Yes,55,
1,78,7,8,No,53,
7,62,9,1,No,53,
6,97,5,4,Yes,87,
7,69,7,6,No,61,
3,57,8,1,No,38,
3,81,6,6,No,60,
7,57,9,8,No,49,
2,85,5,7,Yes,64,
1,49,7,9,Yes,23,
9,78,4,8,No,72,
9,69,7,3,Yes,71,
7,65,8,7,Yes,59,
7,46,8,8,Yes,38,
3,46,4,9,Yes,24,
2,44,5,1,Yes,18,
7,40,8,9,Yes,33,
9,85,5,2,No,81,
1,57,5,0,No,30,
4,52,7,0,Yes,32,
6,64,5,9,Yes,50,
7,79,9,5,Yes,73,
7,47,8,0,No,38,
2,49,8,4,No,28,
4,71,6,5,No,57,
5,56,5,8,No,41,
1,77,6,5,No,52,
1,54,7,3,No,26,
3,54,6,0,Yes,28,
3,96,5,5,No,74,
8,87,8,6,No,81,
9,79,7,4,No,81,
1,90,5,5,Yes,61,
2,59,7,9,No,38,
2,54,4,7,Yes,29,
4,74,5,0,Yes,57,
2,45,4,7,No,21,
7,69,6,1,No,57,
9,96,5,1,No,94,
7,47,4,7,Yes,39,
6,70,9,1,No,59,
1,87,8,7,Yes,64,
9,86,6,4,Yes,83,
5,71,5,8,No,53,
5,84,5,8,No,70,
6,97,8,7,No,92,
9,91,8,8,Yes,92,
8,54,4,6,No,47,
8,57,4,7,Yes,51,
8,52,4,5,No,45,
1,63,7,8,Yes,34,
1,79,6,1,No,50,
8,53,5,2,No,45,
5,67,6,1,Yes,54,
9,50,8,5,Yes,52,
2,45,9,2,No,20,
9,95,6,0,Yes,93,
8,64,6,3,Yes,53,
9,40,4,4,Yes,35,
4,64,8,3,Yes,48,
1,41,6,5,No,18,
1,71,5,2,Yes,43,
5,52,4,9,No,36,
2,72,6,5,No,51,
8,71,8,9,No,65,
5,95,9,0,Yes,81,
5,63,5,5,No,45,
2,66,9,7,No,46,
7,43,8,9,No,32,
8,63,8,7,No,60,
1,62,8,0,No,33,
2,68,9,6,Yes,45,
4,73,7,9,No,54,
5,60,5,9,Yes,46,
2,69,8,3,No,49,
1,65,7,5,No,38,
9,59,4,5,Yes,53,
1,55,7,4,Yes,30,
4,42,4,9,No,24,
2,88,9,8,No,69,
4,76,7,9,No,57,
8,97,9,7,No,94,
8,79,8,5,No,77,
9,83,7,3,Yes,79,
5,64,7,3,No,50,
7,62,8,8,No,52,
3,83,4,3,Yes,64,
4,98,8,6,Yes,86,
9,40,5,5,No,33,
1,72,7,1,Yes,47,
2,54,5,4,Yes,31,
5,56,8,2,Yes,42,
3,73,9,8,No,54,
2,56,8,9,No,33,
1,91,6,0,No,61,
3,97,5,9,Yes,78,
1,80,6,3,No,55,
1,83,5,3,No,59,
1,43,9,8,Yes,20,
8,52,6,0,No,43,
3,43,6,1,Yes,19,
1,46,5,0,Yes,17,
7,85,8,0,Yes,73,
3,98,4,0,Yes,72,
8,48,8,2,No,39,
4,62,4,3,No,44,
4,72,5,9,No,52,
5,72,7,1,Yes,58,
6,59,8,0,No,45,
7,43,6,4,No,36,
4,40,8,5,Yes,22,
8,93,5,1,Yes,86,
6,81,7,2,No,68,
1,73,7,9,Yes,47,
1,66,8,2,No,40,
9,60,8,1,Yes,58,
6,63,9,3,Yes,53,
8,54,8,4,No,46,
7,74,5,7,Yes,66,
6,64,4,5,Yes,49,
4,94,9,8,Yes,77,
7,48,4,2,No,36,
9,56,6,9,No,55,
7,60,5,8,No,49,
1,99,9,3,Yes,76,
9,52,7,7,Yes,45,
4,42,9,9,Yes,28,
3,43,6,6,Yes,25,
4,43,7,6,No,27,
4,82,9,8,No,67,
2,67,7,9,Yes,44,
1,46,8,1,No,18,
1,65,7,4,No,37,
8,50,9,2,No,43,
2,63,7,6,Yes,43,
5,82,5,2,No,66,
4,49,8,4,No,34,
8,76,8,4,No,77,
2,52,6,1,No,31,
9,83,8,0,No,80,
7,81,4,5,Yes,71,
7,78,5,0,No,69,
1,58,6,8,No,34,
2,90,4,9,Yes,69,
4,58,7,4,No,44,
4,51,4,0,Yes,30,
3,91,6,7,Yes,73,
7,61,8,0,Yes,52,
8,86,5,3,Yes,81,
2,76,6,6,No,52,
4,95,4,3,No,77,
3,69,4,4,Yes,44,
2,85,6,6,No,62,
6,51,9,3,Yes,44,
4,68,9,4,No,51,
6,60,6,6,No,48,
2,50,9,0,Yes,30,
4,99,6,2,No,82,
6,76,8,0,Yes,61,
5,87,6,2,No,72,
3,97,7,1,No,78,
8,57,5,4,No,53,
7,83,5,9,Yes,78,
3,98,7,4,Yes,79,
6,66,4,9,Yes,56,
4,76,4,8,No,58,
5,87,4,7,Yes,72,
5,51,4,2,Yes,37,
7,62,8,0,Yes,56,
5,73,7,4,No,59,
3,77,5,2,No,54,
5,62,7,4,No,47,
7,92,5,8,No,84,
5,64,4,0,Yes,50,
5,43,8,0,No,27,
9,69,6,8,Yes,67,
3,69,6,2,No,48,
6,52,9,9,Yes,42,
1,81,4,4,Yes,55,
5,88,4,8,No,73,
8,53,7,4,Yes,46,
5,95,8,2,Yes,81,
9,86,8,8,Yes,82,
6,47,7,6,Yes,35,
8,94,8,6,No,92,
8,63,8,7,No,59,
3,57,6,4,Yes,35,
7,74,8,1,No,65,
7,64,4,8,Yes,53,
6,56,6,2,Yes,45,
7,71,4,1,No,61,
2,95,4,9,Yes,74,
9,63,7,9,No,60,
1,46,9,4,Yes,23,
1,52,8,7,No,25,
3,66,8,2,No,45,
3,87,8,5,Yes,68,
1,44,8,8,No,21,
7,75,6,1,Yes,65,
4,65,5,7,No,45,
2,81,4,9,Yes,58,
5,84,9,6,No,76,
6,70,9,2,No,57,
9,49,5,0,No,46,
4,85,5,5,Yes,68,
2,65,5,1,No,40,
5,61,6,2,Yes,45,
3,51,5,4,No,31,
2,71,6,7,No,50,
1,66,7,1,Yes,43,
2,72,7,5,No,50,
6,92,9,0,Yes,80,
8,91,7,6,Yes,90,
3,59,6,3,Yes,38,
9,78,6,0,Yes,73,
9,80,4,8,Yes,78,
2,79,5,8,No,54,
8,98,8,2,Yes,92,
5,52,8,5,No,39,
4,53,5,6,Yes,41,
5,83,8,3,Yes,71,
4,79,8,5,No,65,
8,92,8,8,No,87,
4,61,9,9,Yes,47,
6,57,6,5,Yes,42,
2,87,6,6,No,62,
5,68,6,5,No,54,
6,82,5,6,Yes,71,
5,55,7,0,Yes,42,
2,85,9,5,Yes,64,
7,74,9,8,No,70,
4,92,8,2,Yes,77,
8,73,4,5,No,62,
7,42,6,3,No,28,
7,43,9,6,Yes,36,
9,93,9,6,Yes,92,
1,44,4,8,No,18,
6,49,8,3,Yes,37,
6,91,9,7,Yes,81,
6,68,9,7,No,57,
6,71,7,7,Yes,61,
7,70,4,7,No,62,
6,41,8,5,No,27,
1,51,8,7,Yes,26,
3,66,6,5,No,48,
2,44,7,9,No,18,
6,76,8,1,Yes,66,
8,66,7,2,No,59,
3,62,6,5,Yes,41,
8,72,4,6,No,64,
8,43,9,3,No,40,
5,98,9,0,No,84,
8,60,5,3,No,51,
6,63,5,5,No,49,
5,83,5,7,No,67,
9,70,9,3,No,70,
7,83,7,9,Yes,75,
8,87,5,0,No,80,
1,63,4,4,Yes,35,
2,88,8,6,No,65,
8,92,7,5,No,86,
9,49,9,2,Yes,45,
4,88,4,6,Yes,69,
9,88,9,3,Yes,86,
4,89,7,4,No,75,
9,41,7,6,Yes,39,
7,70,7,1,No,59,
2,64,6,3,No,42,
9,43,8,3,Yes,42,
4,90,5,5,No,70,
8,50,6,6,Yes,48,
7,56,8,3,Yes,49,
7,83,9,9,Yes,78,
8,41,5,0,Yes,34,
1,45,6,0,No,18,
5,48,6,4,No,33,
2,44,4,0,Yes,20,
2,59,6,2,Yes,35,
1,68,7,8,No,46,
5,60,9,2,No,42,
2,48,6,2,Yes,23,
4,67,7,8,No,51,
3,94,8,4,No,75,
3,47,8,7,No,27,
2,70,7,9,No,48,
6,59,4,8,Yes,45,
2,66,4,5,No,40,
8,47,8,6,Yes,42,
8,93,9,6,Yes,90,
5,60,6,6,Yes,45,
7,67,8,3,No,55,
4,62,8,1,No,45,
1,45,7,1,Yes,20,
2,42,4,6,No,15,
4,44,9,9,Yes,28,
1,48,7,6,Yes,25,
8,46,8,9,No,39,
9,99,5,6,No,96,
4,43,6,7,No,24,
3,78,8,2,Yes,63,
2,44,7,4,Yes,19,
5,50,5,5,No,31,
3,54,5,7,Yes,35,
7,73,8,7,Yes,65,
6,52,9,9,Yes,41,
1,93,4,2,No,65,
8,87,5,3,No,83,
2,46,6,5,No,22,
5,79,7,3,Yes,68,
9,45,7,9,No,40,
8,95,7,3,Yes,92,
2,78,8,4,Yes,54,
9,89,7,9,Yes,90,
5,69,7,6,No,57,
6,61,6,1,Yes,47,
3,64,4,1,No,43,
3,67,9,9,Yes,50,
8,93,8,8,No,91,
2,59,8,3,No,34,
2,78,7,4,No,54,
5,42,6,2,No,26,
6,44,5,1,No,34,
2,40,7,9,No,18,
5,54,7,7,No,38,
7,65,8,3,No,57,
8,42,8,0,Yes,34,
7,79,7,5,Yes,68,
8,96,8,5,Yes,92,
9,80,6,1,Yes,77,
5,86,5,1,Yes,71,
5,81,5,7,No,67,
4,73,5,6,No,59,
9,91,7,1,No,91,
5,44,9,9,No,29,
2,70,7,0,No,48,
8,90,7,7,Yes,90,
7,52,6,9,Yes,48,
8,82,5,1,No,77,
3,40,8,4,Yes,20,
4,61,8,5,Yes,42,
5,54,4,9,No,37,
6,65,4,0,No,52,
1,57,9,1,Yes,33,
4,87,8,9,Yes,72,
5,48,5,3,No,34,
7,40,7,1,Yes,33,
5,82,8,5,No,71,
1,48,9,3,Yes,25,
7,62,9,2,Yes,55,
8,82,8,5,No,76,
7,84,4,8,Yes,76,
4,97,5,7,No,81,
8,41,8,1,Yes,35,
5,53,7,2,Yes,35,
9,77,7,1,No,74,
5,79,6,9,Yes,66,
1,57,7,6,No,31,
9,55,8,8,No,54,
5,92,8,0,Yes,79,
6,68,7,2,No,58,
4,83,4,5,No,66,
6,50,5,3,No,36,
8,45,9,9,Yes,44,
3,42,8,9,No,26,
5,53,7,0,No,37,
2,99,9,8,Yes,82,
2,41,7,6,No,18,
7,71,8,6,No,66,
6,70,6,0,No,60,
4,50,5,8,Yes,32,
5,61,8,7,Yes,51,
1,42,9,9,Yes,18,
7,89,7,4,Yes,82,
8,70,6,3,Yes,66,
9,72,8,0,Yes,69,
8,63,5,8,No,59,
5,40,6,7,Yes,26,
3,83,9,1,Yes,63,
9,54,7,3,Yes,52,
6,76,4,3,Yes,66,
5,66,5,6,No,51,
3,77,6,2,No,54,
6,87,8,7,Yes,77,
3,66,8,6,No,45,
6,83,6,9,Yes,77,
4,51,8,3,No,32,
2,42,6,8,Yes,15,
8,69,5,5,Yes,62,
4,71,8,2,Yes,55,
9,62,5,6,Yes,59,
7,41,7,5,No,32,
2,46,7,7,Yes,21,
4,73,7,4,No,56,
5,71,7,5,No,55,
3,92,8,0,No,74,
9,78,6,7,Yes,74,
5,71,8,0,No,56,
2,82,9,2,No,58,
3,82,8,1,No,64,
9,53,5,5,Yes,49,
7,42,6,7,No,31,
2,85,4,7,Yes,64,
9,71,4,6,No,63,
4,82,6,6,No,66,
9,75,4,7,Yes,73,
2,56,6,4,Yes,38,
4,87,5,2,No,70,
5,42,5,1,Yes,27,
2,96,8,2,No,72,
1,49,4,2,No,21,
7,92,6,6,Yes,85,
1,86,5,0,Yes,62,
8,79,8,6,Yes,73,
3,57,4,5,No,32,
6,42,4,9,No,30,
7,78,4,1,No,64,
1,49,5,9,Yes,25,
6,91,5,0,Yes,82,
7,48,4,8,Yes,41,
6,85,5,1,No,71,
4,94,4,3,Yes,79,
1,85,7,8,Yes,59,
9,50,5,8,No,45,
4,99,6,0,Yes,84,
7,72,5,1,Yes,62,
7,75,4,1,No,65,
2,65,6,1,No,43,
1,66,8,7,No,39,
8,77,6,7,No,70,
8,61,6,9,No,54,
7,65,5,7,No,55,
8,61,9,3,Yes,55,
3,44,6,7,Yes,25,
2,74,6,6,No,52,
7,41,4,7,No,31,
8,74,5,0,Yes,68,
1,48,4,2,No,19,
9,90,5,9,No,87,
4,90,8,5,Yes,71,
4,88,9,0,Yes,74,
3,57,6,3,No,35,
6,82,5,8,No,69,
1,51,6,6,Yes,24,
6,42,6,0,No,29,
2,57,7,5,Yes,34,
9,95,4,5,Yes,93,
2,77,9,1,No,52,
7,46,5,5,Yes,37,
1,72,8,9,Yes,49,
7,45,9,1,Yes,38,
5,57,7,7,No,44,
8,84,4,6,No,75,
4,61,8,5,No,44,
7,90,8,9,Yes,84,
6,78,6,5,Yes,65,
5,90,4,8,No,75,
4,48,7,8,Yes,29,
7,74,5,9,Yes,67,
5,62,5,9,No,50,
5,51,7,1,Yes,38,
1,91,6,2,Yes,66,
2,63,6,9,Yes,42,
5,89,8,6,Yes,76,
3,79,4,9,Yes,64,
2,48,8,8,Yes,26,
4,52,5,5,No,31,
4,79,7,0,No,63,
4,93,4,6,Yes,77,
4,81,7,0,No,61,
3,56,4,4,No,33,
7,46,9,8,No,39,
9,56,5,9,Yes,52,
5,94,5,9,No,82,
4,89,9,8,Yes,73,
2,63,4,0,No,37,
2,41,6,5,No,16,
5,74,4,2,Yes,59,
7,67,5,8,No,59,
9,58,7,2,Yes,56,
7,72,8,1,No,59,
5,60,7,7,No,46,
6,92,5,2,No,80,
3,49,7,4,No,30,
5,92,6,5,Yes,78,
8,85,6,9,Yes,81,
1,84,4,9,No,57,
1,48,7,0,Yes,24,
7,77,7,6,No,66,
5,45,5,6,Yes,31,
5,90,4,4,Yes,73,
1,92,4,8,Yes,66,
9,81,7,1,No,78,
1,94,8,4,Yes,66,
5,74,7,1,Yes,57,
9,57,7,1,No,50,
4,92,7,8,No,77,
8,58,6,6,No,54,
6,44,9,3,Yes,30,
3,64,4,7,Yes,43,
4,50,9,3,Yes,34,
2,49,6,0,Yes,26,
1,56,8,9,Yes,36,
8,75,5,2,Yes,69,
1,65,8,9,No,39,
1,70,4,0,Yes,44,
4,71,5,1,Yes,56,
6,60,9,1,Yes,47,
9,57,8,6,No,56,
1,99,4,3,Yes,73,
7,57,8,9,No,48,
5,40,5,8,Yes,24,
8,53,5,1,No,49,
7,47,8,8,No,41,
4,41,6,5,No,24,
4,90,8,9,Yes,72,
6,54,9,7,No,45,
6,99,8,6,Yes,92,
9,73,8,7,No,68,
5,75,6,8,Yes,62,
8,40,7,7,No,36,
5,90,5,5,No,77,
2,60,9,7,Yes,40,
